year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
2005,2,5,3,1,3471,3468,attached,662,0,TRUE,FALSE,TRUE,TRUE,750,Foster Square,,Port Andrealand,11467,494420
2004,2,5,3,1,3465,3468,attached,662,0,TRUE,FALSE,TRUE,TRUE,91618,Gardner Mall,,Port Andrealand,11467,563091
2004,2,4,2,1,1854,1920,attached,459,0,TRUE,FALSE,TRUE,TRUE,8666,Alexis Extension,,North Erinville,11510,456245
2001,2,3,2,1,1514,1606,attached,454,0,TRUE,TRUE,TRUE,TRUE,94083,Allen Spurs,,North Erinville,11510,411265
2002,2,2,2,0,958,1022,attached,244,0,TRUE,FALSE,TRUE,TRUE,28,Bryan Station,3470,North Erinville,11510,240335
2003,2,2,2,0,966,1026,attached,242,0,TRUE,FALSE,TRUE,TRUE,11522,Brian Springs,354,North Erinville,11510,237765
2001,2,3,2,1,1393,1419,attached,465,0,TRUE,FALSE,TRUE,TRUE,8586,Brian Springs,3920,North Erinville,11510,302023
2004,2,2,2,1,1013,1051,attached,230,0,TRUE,FALSE,TRUE,TRUE,4493,Matthew Mall,2921,North Erinville,11510,262827
2000,2,4,2,1,2862,2897,attached,616,0,TRUE,FALSE,TRUE,TRUE,75127,Rios Walk,,North Erinville,11510,469101
1999,2,4,2,1,1849,1903,attached,458,0,TRUE,FALSE,TRUE,TRUE,613,Erika Glens,,North Erinville,11510,424114
2000,2,3,2,1,1512,1561,attached,457,0,TRUE,FALSE,TRUE,TRUE,892,Williams Meadow,,North Erinville,11510,424118
1999,2,3,2,1,1518,1564,attached,451,0,TRUE,FALSE,TRUE,TRUE,97,Nicholas Ridge,,North Erinville,11510,392631
1995,2,4,3,0,1750,1818,attached,443,0,TRUE,FALSE,TRUE,TRUE,44290,Cynthia Alley,,North Erinville,11510,417687
2000,2,4,2,1,3033,3098,attached,579,0,TRUE,FALSE,TRUE,TRUE,62754,Gibson Turnpike,,Port Andrealand,11467,583699
1991,1,2,2,0,921,963,attached,454,0,TRUE,FALSE,TRUE,TRUE,18169,Jason Wall,,Port Andrealand,11295,336479
1987,2,3,2,1,1674,1675,attached,626,0,TRUE,FALSE,TRUE,TRUE,533,Lawrence Course,,Port Andrealand,11467,453226
1987,2,4,3,0,1993,1998,attached,592,0,TRUE,TRUE,TRUE,TRUE,701,Lawrence Course,,Port Andrealand,11467,466958
1988,2,4,3,0,1993,1997,attached,590,0,TRUE,FALSE,TRUE,TRUE,6495,Lawrence Course,,Port Andrealand,11467,466956
1988,2,4,3,0,1997,2003,attached,587,0,TRUE,FALSE,TRUE,TRUE,764,Mary Track,,Port Andrealand,11467,499920
1995,2,4,2,1,2317,2317,attached,541,0,TRUE,FALSE,TRUE,TRUE,71046,Jessica Flat,,North Erinville,11510,424115
1992,2,5,3,0,2505,2501,attached,577,0,TRUE,FALSE,TRUE,TRUE,233,Williams Isle,,North Erinville,11510,484517
2014,1,4,2,1,2875,2873,attached,536,0,TRUE,FALSE,TRUE,TRUE,636,Sarah Hill,,Port Andrealand,11295,851507
2011,2,3,2,1,2226,2352,attached,422,0,FALSE,FALSE,TRUE,TRUE,72185,Anderson Common,,Port Andrealand,11295,528759
2011,2,5,3,0,3368,3364,attached,871,0,TRUE,FALSE,TRUE,TRUE,99770,Richard Causeway,,Port Andrealand,11295,782835
2002,2,3,3,0,2780,2810,attached,436,0,TRUE,TRUE,TRUE,TRUE,308,Bush Spring,,Port Andrealand,11295,652364
2002,2,5,3,0,3106,3276,attached,658,0,TRUE,FALSE,TRUE,TRUE,982,Cooper Isle,,Port Andrealand,11295,638633
1999,2,3,2,1,1859,1935,attached,427,0,TRUE,FALSE,TRUE,TRUE,999,Kathleen Prairie,,Port Andrealand,11295,515022
1996,2,3,2,1,1379,1497,attached,425,0,TRUE,FALSE,TRUE,TRUE,54543,Weber Underpass,,Port Andrealand,11295,457340
1997,2,4,2,1,2074,2067,attached,461,0,TRUE,FALSE,TRUE,TRUE,36530,Kevin Pine,,Port Andrealand,11295,530137
1996,1,3,2,0,1135,1164,attached,400,0,TRUE,FALSE,TRUE,TRUE,715,Hayden Manor,,Port Andrealand,11295,429190
1994,1,3,2,0,1573,1604,attached,504,0,TRUE,FALSE,TRUE,TRUE,3414,Bruce Manor,,Port Andrealand,11295,473826
1994,2,4,2,1,1757,1808,attached,442,0,TRUE,FALSE,TRUE,TRUE,46,Bruce Manor,,Port Andrealand,11295,480687
1994,2,3,2,1,1657,1695,attached,463,0,TRUE,FALSE,TRUE,TRUE,563,Lori Locks,,Port Andrealand,11295,453226
1995,2,4,2,1,1813,1823,attached,630,0,FALSE,FALSE,TRUE,TRUE,798,Reynolds Valleys,,Port Andrealand,11295,471763
1994,2,3,2,1,1545,1655,attached,472,0,TRUE,TRUE,TRUE,TRUE,7451,Jeffrey Knolls,,Port Andrealand,11295,501291
1993,2,3,2,1,1538,1652,attached,471,0,TRUE,FALSE,TRUE,TRUE,57020,Janet Gardens,,Port Andrealand,11295,439486
1996,2,4,3,1,2353,2356,attached,634,0,TRUE,FALSE,TRUE,TRUE,85429,Ricky Corners,,Port Andrealand,11295,343347
1995,2,4,2,1,1312,1347,attached,471,0,TRUE,TRUE,TRUE,TRUE,4359,Destiny Stream,,Port Andrealand,11295,484119
1995,1,3,2,0,1661,1700,attached,419,0,TRUE,TRUE,TRUE,TRUE,9152,Anne Hollow,,Port Andrealand,11295,535622
1994,1,3,2,0,1128,1167,attached,431,0,TRUE,FALSE,TRUE,TRUE,753,Brian Stream,,Port Andrealand,11295,412017
1993,2,3,2,1,1336,1358,attached,463,0,TRUE,FALSE,TRUE,TRUE,69315,Morales Lodge,,Port Andrealand,11295,410647
1994,1,3,2,0,1072,1087,attached,442,0,TRUE,FALSE,TRUE,TRUE,8,Danielle Roads,,Port Andrealand,11295,398290
1992,2,3,2,1,1338,1352,attached,462,0,TRUE,FALSE,TRUE,TRUE,16048,Richard Isle,,Port Andrealand,11295,425758
1990,2,3,2,1,1442,1484,attached,458,0,TRUE,FALSE,TRUE,TRUE,71626,Fischer Gardens,,Port Andrealand,11295,425754
1990,1,2,2,0,917,960,attached,459,0,TRUE,FALSE,TRUE,TRUE,9360,Hanson Trafficway,,Port Andrealand,11295,381810
1994,1,4,2,0,1956,2014,attached,600,0,TRUE,FALSE,TRUE,TRUE,471,Booth Cape,,Port Andrealand,11295,519828
1992,2,4,2,1,1756,1787,attached,597,0,TRUE,FALSE,TRUE,TRUE,6907,Benjamin Mall,,Port Andrealand,11295,466957
1993,2,4,2,1,1819,1889,attached,591,0,TRUE,TRUE,TRUE,TRUE,70406,Wesley Lodge,,Port Andrealand,11295,572708
1994,2,4,2,1,2377,3050,attached,462,0,TRUE,FALSE,TRUE,TRUE,504,Amber Lodge,,Port Andrealand,11295,572711
1992,1,3,2,0,1239,1265,attached,426,0,TRUE,FALSE,TRUE,TRUE,3589,Rivera Glens,,Port Andrealand,11295,425750
1990,2,4,3,0,2721,2715,attached,511,0,TRUE,TRUE,TRUE,TRUE,326,Jonathan Rapids,,Port Andrealand,11295,659236
1989,1,3,2,0,1240,1274,attached,422,0,TRUE,FALSE,TRUE,TRUE,80211,Lee Way,,Port Andrealand,11295,360522
1989,1,2,1,1,1272,1434,attached,491,0,TRUE,FALSE,TRUE,TRUE,42052,Mills Canyon,,Port Andrealand,11295,438111
1989,2,4,2,1,2050,2108,attached,704,0,TRUE,TRUE,TRUE,TRUE,152,Rachel Squares,,Port Andrealand,11295,515029
1988,1,3,2,0,1237,1270,attached,425,0,TRUE,FALSE,TRUE,TRUE,30576,James Cape,,Port Andrealand,11295,377682
2002,2,5,3,0,3129,3129,attached,669,0,TRUE,FALSE,TRUE,TRUE,26940,Edwards Knoll,,Port Andrealand,11467,624895
2000,2,4,2,1,2522,2523,attached,456,0,TRUE,FALSE,TRUE,TRUE,3383,Katherine Glen,,Port Andrealand,11467,515027
2001,2,4,2,1,2139,2225,attached,476,0,TRUE,FALSE,TRUE,TRUE,214,Richardson Manor,,Port Andrealand,11467,556224
2002,2,4,2,1,2594,2637,attached,611,0,TRUE,FALSE,TRUE,TRUE,8858,Bender Glens,,Port Andrealand,11467,583696
2001,1,4,2,0,2290,2410,attached,561,0,TRUE,FALSE,TRUE,TRUE,8789,Flores Row,,Port Andrealand,11467,604294
1998,1,4,2,0,2282,2417,attached,560,0,TRUE,FALSE,TRUE,TRUE,96998,Anna Harbors,,Port Andrealand,11467,548671
1997,2,4,2,1,1806,1890,attached,710,0,TRUE,FALSE,TRUE,TRUE,6588,Barbara Circle,,Port Andrealand,11467,550046
2000,1,3,1,1,1426,1444,attached,445,0,TRUE,FALSE,TRUE,TRUE,87981,Gates Spring,,Port Andrealand,11467,396913
1998,1,2,1,1,1420,1491,attached,497,0,TRUE,FALSE,TRUE,TRUE,6820,Brady Dale,,Port Andrealand,11467,398288
1990,2,4,2,1,2560,2613,attached,658,0,TRUE,FALSE,TRUE,TRUE,24625,Powers Pines,,Port Andrealand,11467,554851
1989,2,4,2,1,2565,2618,attached,663,0,TRUE,TRUE,TRUE,TRUE,4604,Rhonda Crossing,,Port Andrealand,11467,556231
2010,2,2,2,1,1642,1639,attached,569,0,FALSE,FALSE,TRUE,TRUE,639,Frederick Trace,1552,Coletown,10555,431931
1974,1,3,1,1,974,971,attached,459,0,FALSE,FALSE,TRUE,TRUE,28066,Christina Road,,Port Andrealand,11467,336486
2002,2,5,3,0,3474,3519,attached,635,0,TRUE,FALSE,TRUE,TRUE,987,Smith Track,,North Erinville,10537,649029
2002,1,2,2,0,1153,1154,attached,193,0,FALSE,FALSE,TRUE,TRUE,8360,Krueger Glen,2526,North Erinville,10537,237761
2002,2,5,2,1,2777,2797,attached,543,0,FALSE,TRUE,TRUE,TRUE,48190,Karina Meadow,,North Erinville,10537,473598
1997,1,3,2,0,1855,2013,attached,570,0,TRUE,FALSE,TRUE,TRUE,33732,Michael Hill,,North Erinville,10537,478097
1995,1,3,2,0,1242,1285,attached,471,0,TRUE,FALSE,TRUE,TRUE,5517,Schultz Street,,North Erinville,10537,398415
1995,1,3,2,0,1241,1294,attached,478,0,TRUE,FALSE,TRUE,TRUE,9928,Stephanie Glens,,North Erinville,10537,392628
1997,2,4,2,1,2720,2893,attached,628,0,TRUE,TRUE,TRUE,TRUE,1583,Joseph Stream,,North Erinville,10537,575126
1997,2,5,3,0,2429,2750,attached,607,0,TRUE,FALSE,TRUE,TRUE,84202,Mark Passage,,North Erinville,10537,458818
1992,2,5,3,0,2985,3287,attached,697,0,TRUE,TRUE,TRUE,TRUE,48612,Lyons Spring,,North Erinville,10537,535931
1990,2,5,2,1,2844,2922,attached,647,0,TRUE,TRUE,TRUE,TRUE,22628,Rivera Hollow,,North Erinville,10537,514076
1989,2,3,2,1,1647,1681,attached,465,0,TRUE,FALSE,TRUE,TRUE,74870,Elizabeth Stream,,North Erinville,10537,385563
1990,2,3,2,1,1450,1510,attached,501,0,TRUE,FALSE,TRUE,TRUE,65661,Melanie Islands,,North Erinville,10537,363069
1990,2,3,2,1,1648,1686,attached,465,0,TRUE,FALSE,TRUE,TRUE,42766,Lucas Orchard,,North Erinville,10537,347002
1990,1,3,2,0,1275,1302,attached,470,0,TRUE,FALSE,TRUE,TRUE,942,Lucas Orchard,,North Erinville,10537,385561
1991,2,5,2,1,2627,2720,attached,702,0,TRUE,TRUE,TRUE,TRUE,63280,Brenda Mountain,,North Erinville,10537,424115
1991,2,5,2,1,2623,2717,attached,700,0,TRUE,TRUE,TRUE,TRUE,63280,Brenda Mountain,,North Erinville,10537,526929
1998,2,5,3,0,2683,2775,attached,488,0,TRUE,FALSE,TRUE,TRUE,3087,Christian Stravenue,,North Erinville,10537,417694
1998,2,4,2,1,2667,2762,attached,658,0,TRUE,FALSE,TRUE,TRUE,950,Christian Stravenue,,North Erinville,10537,411261
1995,1,4,2,0,2079,2154,attached,438,0,TRUE,FALSE,TRUE,TRUE,3391,Novak Manors,,North Erinville,10537,415118
2005,1,2,2,0,1158,1155,none,0,0,TRUE,FALSE,TRUE,TRUE,707,Christopher Common,255,North Erinville,10537,240972
1989,2,6,2,1,3263,3258,attached,714,0,TRUE,TRUE,TRUE,TRUE,949,Watts Fort,,North Erinville,10537,758266
1990,2,3,2,1,2104,2241,attached,406,0,TRUE,TRUE,TRUE,TRUE,40767,Andrew Ports,,North Erinville,10537,453674
1989,2,3,2,1,1855,1915,attached,502,0,TRUE,FALSE,TRUE,TRUE,5238,Elizabeth Key,,North Erinville,10537,407410
1990,2,3,2,1,2453,2492,attached,421,0,TRUE,TRUE,TRUE,TRUE,22862,Catherine Oval,,North Erinville,11510,494805
1988,2,4,2,1,2078,2088,attached,660,0,TRUE,TRUE,TRUE,TRUE,4037,Alexander Turnpike,,North Erinville,10537,469102
1988,1,3,2,0,1196,1268,attached,477,0,TRUE,FALSE,TRUE,TRUE,9230,Soto Rapids,,North Erinville,10537,379134
1989,2,5,2,1,2009,2206,attached,433,0,TRUE,FALSE,TRUE,TRUE,9833,Soto Rapids,,North Erinville,10537,411266
1987,2,4,3,0,2841,2839,attached,614,0,TRUE,TRUE,TRUE,TRUE,67443,Webb Lock,,North Erinville,11510,507655
1990,2,3,2,1,2174,2180,attached,615,0,TRUE,FALSE,TRUE,TRUE,2431,Jill Ford,,North Erinville,10537,436968
1990,2,3,2,1,2171,2170,attached,616,0,TRUE,FALSE,TRUE,TRUE,944,Jerry Forest,,North Erinville,10537,385561
1988,2,4,2,1,2159,2157,attached,465,0,TRUE,TRUE,TRUE,TRUE,33197,Jill Ford,,North Erinville,10537,471664
1987,2,4,2,1,1820,1863,attached,467,0,TRUE,FALSE,TRUE,TRUE,9743,Walter Island,,North Erinville,10537,384279
1988,1,3,1,1,1691,1719,attached,479,0,TRUE,FALSE,TRUE,TRUE,878,Joshua Parks,,North Erinville,10537,417694
1987,1,3,2,0,1270,1275,attached,476,0,TRUE,TRUE,TRUE,TRUE,2751,Schroeder Park,,North Erinville,10537,395195
1989,2,4,2,1,1900,1894,attached,485,0,TRUE,FALSE,TRUE,TRUE,351,Schroeder Park,,North Erinville,10537,443396
1988,1,3,2,0,1371,1372,attached,493,0,TRUE,FALSE,TRUE,TRUE,84202,Hayes Pines,,North Erinville,10537,381700
1988,2,4,2,1,1844,1980,attached,464,0,TRUE,TRUE,TRUE,TRUE,13346,Justin Bypass,,North Erinville,10537,449818
1989,1,3,2,0,1084,1078,attached,431,0,TRUE,FALSE,TRUE,TRUE,18931,Michael Inlet,,North Erinville,10537,343151
1989,2,3,2,1,1836,1896,attached,464,0,TRUE,FALSE,TRUE,TRUE,878,Brandon Canyon,,North Erinville,10537,453036
1987,2,3,2,1,2108,2180,attached,462,0,TRUE,FALSE,TRUE,TRUE,84398,Black Inlet,,North Erinville,10537,411263
2004,2,3,2,1,3514,3603,attached,647,0,TRUE,FALSE,TRUE,TRUE,81468,Ortiz Ville,,North Erinville,10537,494799
2001,2,5,2,1,3374,3421,attached,463,0,TRUE,FALSE,TRUE,TRUE,82279,Collins Via,,North Erinville,10537,520507
2002,1,3,1,1,2094,2140,attached,458,0,TRUE,FALSE,TRUE,TRUE,8560,Jason Plaza,,North Erinville,10537,475526
1998,1,3,2,0,1847,2183,attached,626,0,TRUE,FALSE,TRUE,TRUE,9286,Joshua Coves,,North Erinville,10537,439534
1999,2,5,3,1,3437,3496,attached,634,0,TRUE,FALSE,TRUE,TRUE,99,Bush Expressway,,North Erinville,10537,469096
1998,1,2,1,1,1580,1751,attached,579,0,TRUE,FALSE,TRUE,TRUE,4388,Ronald Island,,North Erinville,10537,443394
1999,1,3,2,0,1770,1939,attached,576,0,TRUE,FALSE,TRUE,TRUE,90578,Grant Plains,,North Erinville,10537,430542
1997,1,2,1,1,1484,1568,attached,432,0,TRUE,FALSE,TRUE,TRUE,9423,Taylor Orchard,,North Erinville,10537,391987
1997,1,2,1,1,1345,1386,attached,438,0,TRUE,FALSE,TRUE,TRUE,40367,Taylor Orchard,,North Erinville,10537,409333
1992,1,3,1,1,1757,1824,attached,525,0,TRUE,FALSE,TRUE,TRUE,244,Miller Glen,,North Erinville,10537,462676
1989,1,2,1,1,1530,1598,attached,503,0,TRUE,FALSE,TRUE,TRUE,42621,King Via,,North Erinville,10537,433116
1996,1,4,3,0,2506,2582,attached,607,0,TRUE,FALSE,TRUE,TRUE,2911,Anderson Port,,North Erinville,10537,535925
1996,1,4,2,1,2261,2341,attached,579,0,TRUE,FALSE,TRUE,TRUE,69554,Lauren Valley,,North Erinville,10537,514079
2000,1,3,1,1,2097,2139,attached,464,0,TRUE,FALSE,TRUE,TRUE,31484,Devin Plaza,,North Erinville,10537,417687
1999,1,3,1,1,1772,1788,attached,492,0,TRUE,FALSE,TRUE,TRUE,935,Ray Turnpike,,North Erinville,10537,459457
1990,2,3,2,1,2160,2313,attached,517,0,TRUE,FALSE,TRUE,TRUE,33197,Conley Landing,,North Erinville,10537,443392
1995,1,2,1,0,1031,1179,attached,479,0,TRUE,FALSE,TRUE,TRUE,89202,Matthew Stream,,North Erinville,10537,324513
1993,1,2,1,1,1333,1369,attached,472,0,TRUE,FALSE,TRUE,TRUE,611,Ross Causeway,,North Erinville,10537,330939
1992,1,2,1,1,1335,1372,attached,473,0,TRUE,FALSE,TRUE,TRUE,9912,Ross Causeway,,North Erinville,10537,347001
1994,1,2,1,1,1489,1572,attached,433,0,TRUE,FALSE,TRUE,TRUE,989,Reed Forges,,North Erinville,10537,404840
1999,2,4,2,1,2641,2883,attached,466,0,TRUE,FALSE,TRUE,TRUE,7485,Morrison Station,,North Erinville,10537,494805
1996,2,4,3,0,2320,2401,attached,635,0,TRUE,TRUE,TRUE,TRUE,43625,Robert Track,,North Erinville,10537,552640
1990,2,5,2,1,2759,2848,attached,620,0,TRUE,TRUE,TRUE,TRUE,92270,Gabriel Mountain,,North Erinville,10537,526932
1989,2,4,2,1,2050,2094,attached,746,0,TRUE,FALSE,TRUE,TRUE,27362,Francisco Burg,,North Erinville,10537,456247
1990,2,3,2,1,1846,1921,attached,469,0,TRUE,FALSE,TRUE,TRUE,7953,Jenkins Creek,,North Erinville,10537,398413
1988,2,3,2,1,1720,1745,attached,521,0,TRUE,FALSE,TRUE,TRUE,4764,Aaron Hollow,,North Erinville,10537,334155
1988,1,3,2,0,1455,1475,attached,577,0,TRUE,FALSE,TRUE,TRUE,840,Anthony Estate,,North Erinville,10537,394555
1989,2,4,3,0,2303,2356,attached,649,0,TRUE,FALSE,TRUE,TRUE,351,Maria Squares,,North Erinville,10537,421545
1988,2,3,2,1,1716,1781,attached,536,0,TRUE,FALSE,TRUE,TRUE,962,Anthony Estate,,North Erinville,10537,404839
1987,2,4,2,1,1733,1777,attached,505,0,TRUE,FALSE,TRUE,TRUE,41320,Michael Grove,,North Erinville,10537,417690
1989,2,3,2,1,1461,1472,attached,468,0,TRUE,FALSE,TRUE,TRUE,729,Alexander Corner,,North Erinville,10537,353430
1988,2,3,2,1,1463,1480,attached,469,0,TRUE,FALSE,TRUE,TRUE,9319,Danny Cliff,,North Erinville,10537,385562
1987,2,4,2,1,2447,2439,attached,708,0,TRUE,TRUE,TRUE,TRUE,91513,Norris Walks,,North Erinville,10537,417689
2003,2,5,3,1,3555,4481,attached,741,0,TRUE,TRUE,TRUE,TRUE,558,Erik Tunnel,,Port Andrealand,11295,944211
1987,2,3,2,1,1656,1681,attached,481,0,TRUE,TRUE,TRUE,TRUE,720,Huffman Shoal,,Port Andrealand,11295,517089
1980,1,4,2,1,2425,2475,attached,766,0,TRUE,TRUE,TRUE,TRUE,405,Morris Isle,,Port Andrealand,11295,659232
1980,1,4,2,0,2062,2247,attached,740,0,TRUE,FALSE,TRUE,TRUE,54650,Morris Isle,,Port Andrealand,11295,714166
2006,1,4,4,0,4087,4095,attached,745,0,TRUE,TRUE,TRUE,TRUE,95603,Duncan Expressway,,Port Andrealand,11295,1418032
1989,1,3,2,1,3322,3747,attached,734,0,TRUE,FALSE,TRUE,TRUE,72412,Marc Knoll,,Port Andrealand,11295,851504
1979,1,4,2,1,2729,2973,attached,804,0,FALSE,TRUE,TRUE,TRUE,2369,Elizabeth Stream,,Port Andrealand,11295,1087734
1995,2,4,2,1,2676,2670,attached,538,0,TRUE,FALSE,TRUE,TRUE,36314,Herring Via,,Port Andrealand,11295,532195
1993,2,4,2,1,2133,2129,attached,564,0,TRUE,FALSE,TRUE,TRUE,9494,Sanders Hill,,Port Andrealand,11295,521891
1988,1,3,2,1,2239,2249,attached,678,0,TRUE,FALSE,TRUE,TRUE,6064,Thomas Islands,,Port Andrealand,11295,600176
1985,2,4,2,1,1981,2116,attached,489,0,TRUE,FALSE,TRUE,TRUE,53245,Arellano Parkway,,Port Andrealand,11295,473825
1984,1,3,2,0,1142,1143,attached,468,0,TRUE,FALSE,TRUE,TRUE,237,Alexis Union,,Port Andrealand,11295,425750
1984,1,3,2,0,1441,1460,attached,587,0,TRUE,FALSE,TRUE,TRUE,1582,Alexis Union,,Port Andrealand,11295,480694
1985,2,3,2,1,1656,1680,attached,481,0,TRUE,TRUE,TRUE,TRUE,861,Alexis Union,,Port Andrealand,11295,549356
1985,1,3,2,1,1657,1687,attached,486,0,TRUE,FALSE,TRUE,TRUE,3865,Humphrey Overpass,,Port Andrealand,11295,494421
2006,2,3,3,0,2923,2921,attached,700,0,TRUE,FALSE,TRUE,TRUE,3132,Calhoun Plain,,Coletown,11631,727898
1976,1,4,1,1,1908,1954,attached,463,0,TRUE,FALSE,TRUE,TRUE,665,Lopez Lakes,,Port Andrealand,11295,343347
1976,1,4,1,1,1913,1949,attached,460,0,TRUE,FALSE,TRUE,TRUE,665,Lopez Lakes,,Port Andrealand,11295,530131
1972,2,4,1,1,1981,1981,attached,465,0,TRUE,FALSE,TRUE,TRUE,83358,Walker Crossing,,Port Andrealand,11295,487559
1988,2,4,2,1,2295,2405,attached,635,0,TRUE,FALSE,TRUE,TRUE,379,Krystal Camp,,Port Andrealand,11295,534248
1988,2,3,2,1,2332,2328,attached,686,0,TRUE,FALSE,TRUE,TRUE,5798,Victor Shoal,,Port Andrealand,11295,521894
1986,2,4,2,1,2565,2563,attached,681,0,TRUE,FALSE,TRUE,TRUE,764,Lopez Points,,Port Andrealand,11295,542496
2007,2,3,3,0,3441,4842,attached,2913,0,TRUE,TRUE,TRUE,TRUE,276,Cole Cape,,Port Andrealand,11295,937343
2007,1,5,5,1,5030,6902,attached,2651,0,TRUE,TRUE,TRUE,TRUE,63412,Carpenter Burgs,,Port Andrealand,11295,1905591
2003,1,3,3,0,3593,4044,attached,890,0,TRUE,FALSE,TRUE,TRUE,15358,Stanley Village,,Port Andrealand,11295,1105591
1985,1,3,2,0,2069,2066,attached,623,0,TRUE,TRUE,TRUE,TRUE,9922,Stevens Pines,,Port Andrealand,11295,755367
2008,1,4,2,1,3225,3954,attached,2396,0,TRUE,FALSE,TRUE,TRUE,31064,Stanley Village,,Port Andrealand,11295,1284126
1999,1,3,3,1,2611,2668,attached,781,0,TRUE,FALSE,TRUE,TRUE,9842,Robinson Station,,Port Andrealand,10744,1030051
1991,1,2,3,0,4947,6134,none,0,537,FALSE,TRUE,TRUE,TRUE,12909,Jeffrey Isle,,Port Andrealand,10744,2746803
1991,1,4,2,1,3721,4232,attached,841,0,TRUE,FALSE,TRUE,TRUE,586,Johnson Bridge,,Port Andrealand,10744,1416475
1978,1,3,3,0,2717,3240,attached,856,0,TRUE,FALSE,TRUE,TRUE,27,Whitney Harbors,,North Erinville,10537,1124548
1982,1,1,1,0,964,1357,attached,324,0,TRUE,TRUE,TRUE,TRUE,27,Whitney Harbors,,North Erinville,10537,1124550
1989,1,4,3,0,6265,9730,attached,979,0,TRUE,TRUE,TRUE,TRUE,6462,Whitney Point,,Port Andrealand,10744,1442068
1998,1,3,1,1,2211,2208,none,0,0,FALSE,FALSE,TRUE,TRUE,838,Nicholas Estate,,Port Andrealand,10744,515025
2009,2,3,3,1,3069,3075,attached,870,0,TRUE,FALSE,TRUE,TRUE,6771,Harrison Ports,,North Erinville,10537,867509
2002,1,7,5,0,9371,9617,attached,1123,898,TRUE,FALSE,TRUE,TRUE,82239,Emily Meadows,,North Erinville,10537,931769
2004,1,4,3,0,3897,4358,attached,806,0,TRUE,TRUE,TRUE,TRUE,656,Keller Cove,,North Erinville,10537,1927801
2011,1,2,2,0,2401,3088,attached,938,0,TRUE,FALSE,TRUE,TRUE,656,Keller Cove,,North Erinville,10537,1927797
1987,1,3,3,0,2839,2843,attached,664,0,TRUE,TRUE,TRUE,TRUE,4134,Smith Lane,,North Erinville,10537,771116
2006,2,3,3,0,3473,4135,attached,776,0,FALSE,TRUE,TRUE,TRUE,3919,Smith Lane,,North Erinville,10537,976752
1987,1,5,4,0,4653,4992,attached,838,0,TRUE,FALSE,TRUE,TRUE,5188,Mahoney Rest,,North Erinville,10537,1477980
2000,2,4,3,0,3027,4892,attached,1121,0,TRUE,FALSE,TRUE,TRUE,932,William Valley,,North Erinville,10537,798749
1993,2,6,4,1,4468,8260,attached,1376,0,TRUE,FALSE,TRUE,TRUE,398,Justin Heights,,Port Andrealand,11295,1579411
2009,2,3,3,1,4175,4414,detached,692,0,FALSE,FALSE,TRUE,TRUE,8632,Evans Dale,,Port Andrealand,11295,837775
1989,1,2,2,1,2986,3338,attached,1317,0,TRUE,TRUE,TRUE,TRUE,721,Jasmine Station,,Port Andrealand,11295,1394004
1989,1,2,1,1,1930,2323,attached,612,0,TRUE,FALSE,TRUE,TRUE,721,Jasmine Station,,Port Andrealand,11295,1394003
1988,2,3,2,0,1400,1405,attached,464,0,TRUE,FALSE,TRUE,TRUE,699,Erickson Brooks,,Hallfort,10327,302397
1988,1,3,1,1,1070,1068,attached,472,0,TRUE,FALSE,TRUE,TRUE,6533,Moreno Port,,Hallfort,10327,158761
2013,2,6,5,1,5290,5891,attached,1457,0,TRUE,FALSE,TRUE,TRUE,39226,Adrian Ways,,Port Andrealand,11295,2049111
2013,2,6,5,1,5283,5888,attached,1459,0,TRUE,TRUE,TRUE,TRUE,3426,Adrian Ways,,Port Andrealand,11295,1950919
1982,1,5,3,1,3169,3687,attached,713,0,TRUE,TRUE,TRUE,TRUE,32042,Curtis Street,,Port Andrealand,11295,1002579
1988,1,3,2,0,3413,3658,attached,884,0,TRUE,TRUE,TRUE,TRUE,762,Michelle Highway,,Port Andrealand,11295,927047
1977,2,4,4,1,5470,5478,attached,1034,186,TRUE,FALSE,TRUE,TRUE,470,Justin Heights,,Port Andrealand,11295,2025769
2013,1,5,3,0,2622,2778,detached,985,0,TRUE,FALSE,TRUE,TRUE,2257,Matthew Ports,,Chadstad,10808,707872
2003,1,4,3,0,3102,3408,attached,994,0,TRUE,FALSE,TRUE,TRUE,544,Sarah Burg,,Port Andrealand,11295,892712
2005,1,3,0,0,3450,5347,attached,849,0,TRUE,TRUE,TRUE,TRUE,667,Ramirez Meadows,,Port Andrealand,11295,1579406
1988,2,3,2,1,1289,1326,attached,456,0,TRUE,FALSE,TRUE,TRUE,1780,Tracey Passage,,Port Andrealand,11295,309015
1988,1,3,2,0,1088,1141,attached,433,0,TRUE,FALSE,TRUE,TRUE,138,Alexander Isle,,Port Andrealand,11295,394167
1986,1,3,2,0,1788,1884,attached,399,0,TRUE,TRUE,TRUE,TRUE,1214,Matthew Plains,,Port Andrealand,11295,365325
1986,1,3,2,0,1789,1885,attached,400,0,TRUE,TRUE,TRUE,TRUE,1214,Matthew Plains,,Port Andrealand,11295,398284
1986,1,3,2,0,1794,1887,attached,403,0,TRUE,TRUE,TRUE,TRUE,1214,Matthew Plains,,Port Andrealand,11295,484120
